Title,To node,Image,Topic,Date,DateMM,DateDD,DateYYYY,Author 1,Author 2,Author 3,Author O,Summary,Tag P,Tag A1,Tag A2,Tag A3,Tag AO,Tag R1,Tag R2,Tag R3,Tag RO
The One Enduring Agreement with North Korea: Kim Jong-Un is Crazy,/news/one-enduring-agreement-north-korea-kim-jong-un-crazy,YES,ARGUMENT,12032016,12,03,2016,Hyo Sung Joo,,,,,Produced for Digital,Hyo Sung Joo,,,,Asia,East Asia,,
Holding Killer Robots Accountable? The New Moral Challenge of 21st Century Warfare,/news/holding-killer-robots-accountable-new-moral-challenge-21st-century-warfare,YES,COMMENT,11202016,11,20,2016,Steven C. Roach,,,,,Produced for Digital,Steven C. Roach,,,,Global Commons,,,
The U.S. Government and Zero-Day Vulnerabilities: From Pre-Heartbleed to Shadow Brokers,/news/us-government-and-zero-day-vulnerabilities-pre-heartbleed-shadow-brokers,YES,ESSAY,11012016,11,01,2016,Jason Healey,,,,,Produced for Digital,Jason Healey,,,,Americas,North America,,
Attack on the Chinese Embassy in Kyrgyz Republic,/news/attack-chinese-embassy-kyrgyz-republic,YES,COMMENT,10312016,10,31,2016,Daniel Kadyrbekov,,,,,Produced for Digital,Daniel Kadyrbekov,,,,Asia,North Asia,Central Asia,
Beyond Rio 2016: Competing for the World Stage,/news/beyond-rio-2016-competing-world-stage,YES,ARGUMENT,10122016,10,12,2016,Sidney N. Nakahodo,,,,,Produced for Digital,Sidney N. Nakahodo,,,,Americas,South America,,
Too Late for Two States: The Benefits of Pivoting to a One-state Solution for Israel and Palestine,/news/too-late-two-states-benefits-pivoting-one-state-solution-israel-and-palestine,YES,ESSAY,06062016,06,06,2016,Sama Habib,,,,,Adapted from Print Issue,Sama Habib,,,,Middle East,,,
Searching for a Home: One Man’s Story of Survival in the Syrian Civil War,/news/searching-home-one-mans-story-survival-syrian-civil-war,YES,ARGUMENT,06062016,06,06,2016,Ahmed Danny Ramadan,,,,,Adapted from Print Issue,Ahmed Danny Ramadan,,,,Middle East,,,
An Interview with Ambassador William J. Burns on Iranian-American Negotiations,/news/interview-ambassador-william-j-burns-iranian-american-negotiations,YES,FEATURE,06062016,06,06,2016,Ambassador William J. Burns,,,,,Adapted from Print Issue,Ambassador William J. Burns,,,,Americas,North America,Middle East,
The Collapse of Saudi Arabia and the Cataclysmic Power Shift in the Middle East,/news/collapse-saudi-arabia-and-cataclysmic-power-shift-middle-east,YES,ARGUMENT,06062016,06,06,2016,Elihugh M. Abner,,,,,Adapted from Print Issue,Elihugh M. Abner,,,,Middle East,,,
Exclusion and Violence in Post-2003 Iraq,/news/exclusion-and-violence-post-2003-iraq,YES,ESSAY,05262016,05,26,2016,Yasir Kuoti,,,,,Adapted from Print Issue,Yasir Kuoti,,,,Middle East,,,
The Contagiousness of Regional Conflict: A Middle East Case Study,/news/contagiousness-regional-conflict-middle-east-case-study,YES,ESSAY,05262016,05,26,2016,Graeme P. Auton,Jacob R. Slobodien,,,,Adapted from Print Issue,Graeme P. Auton,Jacob R. Slobodien,,,Middle East,,,
"Peeling Away Lebanon’s Immunity to Revolution: A Review of ""The Politics of Sectarianism in Postwar Lebanon""",/news/peeling-away-lebanons-immunity-revolution-review-politics-sectarianism-postwar-lebanon,YES,BOOK REVIEW,05262016,05,26,2016,Seraina Eldada,,,,,Adapted from Print Issue,Seraina Eldada,,,,Middle East,,,
"Crackdowns and Detainments: A review of ""Media, Revolution and Politics in Egypt: The Story of an Uprising""",/news/crackdowns-and-detainments-review-media-revolution-and-politics-egypt-story-uprising,YES,BOOK REVIEW,05262016,05,26,2016,Sama Habib,,,,,Adapted from Print Issue,Sama Habib,,,,Africa,North Africa,,
"The Impact of the Muslim Brotherhood on the Changing Face of the Middle East: A Review of ""Inside The Brotherhood""",/news/impact-muslim-brotherhood-changing-face-middle-east-review-inside-brotherhood,YES,BOOK REVIEW,05262016,05,26,2016,Ian Gray,,,,,Adapted from Print Issue,Ian Gray,,,,Middle East,,,
"Negotiating Transition: A Review of ""Arab Spring: Negotiating in the Shadow of the Intifadat""",/news/negotiating-transition-review-arab-spring-negotiating-shadow-intifadat,YES,BOOK REVIEW,05262016,05,26,2016,Timothy Hodge,,,,,Adapted from Print Issue,Timothy Hodge,,,,Middle East,Africa,North Africa,
"Islamism and Its Inclinations: A Review of ""Islamism: What it Means for the Middle East and the World""",/news/islamism-and-its-inclinations-review-islamism-what-it-means-middle-east-and-world,YES,BOOK REVIEW,05262016,05,26,2016,Michael Small,,,,,Adapted from Print Issue,Michael Small,,,,Middle East,Global Commons,,
"An Insider’s View: A Review of ""Iran and the United States: An Insider’s View on the Failed Past and the Road to Peace""",/news/insiders-view-review-iran-and-united-states-insiders-view-failed-past-and-road-peace,YES,BOOK REVIEW,05262016,05,26,2016,Claudia Shrivastava,,,,,Adapted from Print Issue,Claudia Shrivastava,,,,Americas,North America,Middle East,
"The Sins of Our Fathers: A Review of ""Iraq and the Crimes of Aggressive War: The Legal Cynicism of Criminal Militarism""",/news/sins-our-fathers-review-iraq-and-crimes-aggressive-war-legal-cynicism-criminal-militarism,YES,BOOK REVIEW,05262016,05,26,2016,Elizabeth Trobaugh,,,,,Adapted from Print Issue,Elizabeth Trobaugh,,,,Middle East,,,
The Iran Nuclear Deal: A Structural Realist View,/news/iran-nuclear-deal-structural-realist-view,YES,ARGUMENT,04062016,04,06,2016,Henrietta Toivanen,,,,,Produced for Digital,Henrietta Toivanen,,,,Middle East,,,
African Merchants in China: The Mobile Phone Trade,/news/african-merchants-china-mobile-phone-trade,YES,ARGUMENT,03222016,03,22,2016,Ziyu Yvonne Yan,Zhan Guo,,,,Produced for Digital,Ziyu Yvonne Yan,Zhan Guo,,,Africa,Asia,North Asia,
Imagining the Future of Energy and Transportation,/news/imagining-future-energy-and-transportation,YES,ARGUMENT,02172016,02,17,2016,Judah Aber,,,,,Produced for Digital,Judah Aber,,,,Global Commons,,,
War and the Oil Price Cycle,/news/war-and-oil-price-cycle,YES,ESSAY,02142016,02,14,2016,Amy Jaffe,Jareer Elass,,,,Produced for Digital,Amy Jaffe,Jareer Elass,,,Global Commons,,,
An Identity Crisis in Nepal,/news/identity-crisis-nepal,YES,ARGUMENT,02062016,02,06,2016,David Caprara,,,,,Produced for Digital,David Caprara,,,,Asia,South Asia,,
The Impact of the U.S. Shale Boom in Africa,/news/impact-us-shale-boom-africa,YES,ESSAY,01012016,01,01,2016,Nancy E. Brune,,,,,Adapted from Print Issue,Nancy E. Brune,,,,Americas,North America,Africa,
Private Sector Potential: A Review of Natalie Ralph’s “Peacemaking and the Extractive Industries”,/news/private-sector-potential-review-natalie-ralphs-peacemaking-and-extractive-industries,YES,BOOK REVIEW,01012016,01,01,2016,Madeline Vellturo,,,,,Adapted from Print Issue,Madeline Vellturo,,,,Global Commons,,,
A Hotter Cold War,/news/hotter-cold-war,YES,ARGUMENT,01012016,01,01,2016,Eloy H.S. Oliveira,,,,,Adapted from Print Issue,Eloy H.S. Oliveira,,,,Americas,North America,Europe,Eastern Europe
Setting It Straight: Debunking Common Misperceptions of Oil and America’s Quest for Energy Independence,/news/setting-it-straight-debunking-common-misperceptions-oil-and-americas-quest-energy-independence,YES,ARGUMENT,01012016,01,01,2016,Michael J. Gibbons Jr.,,,,,Adapted from Print Issue,Michael J. Gibbons Jr.,,,,Americas,North America,,
Fossil Fuels: Manna from Heaven or Magma from Hell?,/news/fossil-fuels-manna-heaven-or-magma-hell,YES,ARGUMENT,01012016,01,01,2016,Syed Raza,,,,,Adapted from Print Issue,Syed Raza,,,,Global Commons,,,
"Democracy, Advocacy & the Missing 43: A Conversation with Mexican Human Rights Activist Miguel Pulido",/news/democracy-advocacy-missing-43-conversation-mexican-human-rights-activist-miguel-pulido,YES,ARGUMENT,11032015,11,03,2015,Laura Lehman,,,,,Produced for Digital,Laura Lehman,,,,Americas,North America,,
America’s Soviet Sweetheart: The Life of the ‘Billion Dollar Spy’,/news/americas-soviet-sweetheart-life-billion-dollar-spy,YES,ARGUMENT,10262015,10,26,2015,Steven J. Murphy,,,,,Produced for Digital,Steven J. Murphy,,,,Americas,North America,Europe,Eastern Europe
"Iran, the US, and Letter Diplomacy: From Private to Public Debate",/news/iran-us-and-letter-diplomacy-private-public-debate,YES,ARGUMENT,07312015,07,31,2015,Edward Wastnidge,,,,,Produced for Digital,Edward Wastnidge,,,,Middle East,Americas,North America,
From Argentina with Love: Why the next president will seek favor with Washington,/news/argentina-love-why-next-president-will-seek-favor-washington,YES,ARGUMENT,07272015,07,27,2015,Pablo Scuticchio,,,,,Produced for Digital,Pablo Scuticchio,,,,Americas,South America,,
"Forced Displacement, Concentration of Land Property, and the Rentier Political Economy in Colombia",/news/forced-displacement-concentration-land-property-and-rentier-political-economy-colombia,YES,ESSAY,04202015,04,20,2015,Nazih Richani,,,,,Produced for Digital,Nazih Richani,,,,Americas,South America,,
Between Propaganda and Public Relations: An Analysis of Bashar al-Assad’s Digital Communications Campaign,/news/between-propaganda-and-public-relations-analysis-bashar-al-assads-digital-communications,YES,ARGUMENT,03092015,03,09,2015,Giulia Prati,,,,,Produced for Digital,Giulia Prati,,,,Middle East,,,
"What Remained of the Revolution—Photos from Ukraine, May 2014",/news/what-remained-revolution-photos-ukraine-may-2014,YES,COMMENT,02232015,02,23,2015,Lydia Tomkiw,,,,,Produced for Digital,Lydia Tomkiw,,,,Europe,Eastern Europe,,
Why Civil Resistance May Not Work: Geopolitics and the Effectiveness of Ukraine’s Nonviolent Protests,/news/why-civil-resistance-may-not-work-geopolitics-and-effectiveness-ukraines-nonviolent-protests,YES,ARGUMENT,02182015,02,18,2015,Unislawa M. Williams,Mya Harvard,,,,Produced for Digital,Unislawa M. Williams,Mya Harvard,,,Europe,Eastern Europe,,
Protestify: Revolutionizing the Citizen Journalist,/news/protestify-revolutionizing-citizen-journalist,YES,COMMENT,11202014,11,20,2014,Rebecca Salima Krisel,,,,,Produced for Digital,Rebecca Salima Krisel,,,,Global Commons,,,
Creeping Sharia or Conspicuous Islamophobia?,/news/creeping-sharia-or-conspicuous-islamophobia,YES,ARGUMENT,10282014,10,28,2014,Faisal Kutty,,,,,Produced for Digital,Faisal Kutty,,,,Middle East,,,
"Hong Kong Demands Democracy: An interview with Michael Davis, University of Hong Kong",/news/hong-kong-demands-democracy-interview-michael-davis-university-hong-kong,YES,FEATURE,10142014,10,14,2014,JIA Editorial Board,,,,,Produced for Digital,JIA Editorial Board,,,,Asia,North Asia,,
Video: Seeds of Time Documentary Trailer,/news/video-seeds-time-documentary-trailer,YES,COMMENT,04212014,04,21,2014,Cary Fowler,Sandy McLeod,,,,Produced for Digital,Cary Fowler,Sandy McLeod,,,Global Commons,,,
The Fear of Looking Weak in International Politics,/news/fear-looking-weak-international-politics,YES,COMMENT,03262014,03,26,2014,David Eisler,,,,,Produced for Digital,David Eisler,,,,Global Commons,,,
The Empowerment of Women in South Korea,/news/empowerment-women-south-korea,YES,ARGUMENT,03112014,03,11,2014,Archie Resos,,,,,Produced for Digital,Archie Resos,,,,Asia,East Asia,,
Congo: No Peace Without Women,/news/congo-no-peace-without-women,YES,ARGUMENT,03042014,03,04,2014,Denis Mukwege,,,,,Adapted from Print Issue,Denis Mukwege,,,,Africa,Central Africa,,
The Roles of the Mother and the Child in Rural Ghana,/news/roles-mother-and-child-rural-ghana,YES,COMMENT,03042014,03,04,2014,Andrés Lizcano Rodriguez,,,,,Produced for Digital,Andrés Lizcano Rodriguez,,,,Africa,West Africa,,
"Ethnic Diversity, Gender, and National Leaders",/news/ethnic-diversity-gender-and-national-leaders,YES,ESSAY,02282014,02,28,2014,Katherine W. Phillips,Nicholas A. Pearce,Susan E. Perkins,,,Adapted from Print Issue,Katherine W. Phillips,Nicholas A. Pearce,Susan E. Perkins,,Global Commons,,,
A Few Good (Wo)men: Gender Inclusion in the United States Military,/news/few-good-women-gender-inclusion-united-states-military,YES,ESSAY,11192013,11,19,2013,Jennifer L. Barry,,,,,Produced for Digital,Jennifer L. Barry,,,,Global Commons,Americas,North America,
If I Were To Choose Between Being Born a Girl in India or China...,/news/if-i-were-choose-between-being-born-girl-india-or-china,YES,ARGUMENT,11122013,11,12,2013,Lena Edlund,,,,,Produced for Digital,Lena Edlund,,,,Asia,South Asia,North Asia,
Is the Arab Spring Coming to China? The Missing Piece of the Puzzle,/news/arab-spring-coming-china-missing-piece-puzzle,YES,ESSAY,11052013,11,05,2013,Ying Chen,,,,,Produced for Digital,Ying Chen,,,,Middle East,Asia,North Asia,
Organized Crime in Mexico and the United States: Fighting two problems,/news/organized-crime-mexico-and-united-states-fighting-two-problems,YES,ESSAY,10292013,10,29,2013,Eugenio Weigend Vargas,Silvia Villarreal Gonzalez,,,,Produced for Digital,Eugenio Weigend Vargas,Silvia Villarreal Gonzalez,,,Americas,North America,,
The True Costs of Australia's Election,/news/true-costs-australias-election,YES,COMMENT,10222013,10,22,2013,Benjamin Dean,,,,,Produced for Digital,Benjamin Dean,,,,Oceania,,,
Sanctions as Stimulus for Bilateral Trade Between China and Belarus,/news/sanctions-stimulus-bilateral-trade-between-china-and-belarus,YES,ARGUMENT,10152013,10,15,2013,J.A. Sheppard,,,,,Produced for Digital,J.A. Sheppard,,,,Asia,North Asia,Europe,Eastern Europe
Cyberspace and the Rise of the BRICS,/news/cyberspace-and-rise-brics,YES,ARGUMENT,10122013,10,12,2013,Hannes Ebert,Tim Maurer,,,,Produced for Digital,Hannes Ebert,Tim Maurer,,,Global Commons,,,
Exploring the Status of Syrian Refugees in Lebanon,/news/exploring-status-syrian-refugees-lebanon,YES,ARGUMENT,10012013,10,01,2013,Mary Ann Perkins,Tuesday Reitano,,,,Produced for Digital,Mary Ann Perkins,Tuesday Reitano,,,Middle East,,,
The Great Debate: Mining in Latin America,/news/great-debate-mining-latin-america,YES,ARGUMENT,04262013,04,26,2013,Andrés Lizcano Rodriguez,Ariel Stulberg,Doyeun Kim,"Fernando Peinado, Krisztian Simon, Max Marder",,Produced for Digital,Andrés Lizcano Rodriguez,Ariel Stulberg,Doyeun Kim,"Fernando Peinado, Krisztian Simon, Max Marder",Americas,South America,Central America,
"Democratic Dividends: Globalization, Liberation, and Economic Revolution in Brazil",/news/democratic-dividends-globalization-liberation-and-economic-revolution-brazil,YES,COMMENT,04172013,04,17,2013,Lee Catherine Booker,,,,,Produced for Digital,Lee Catherine Booker,,,,Americas,South America,,
A Tale of Two Continents,/news/tale-two-continents,YES,COMMENT,04172013,04,17,2013,Devi Nampiaparampil,Hal Weitzman,,,,Adapted from Print Issue,Devi Nampiaparampil,Hal Weitzman,,,Americas,North America,South America,
"Reforming, Fast and Slow",/news/reforming-fast-and-slow,YES,ARGUMENT,04172013,04,17,2013,Madeline K. B. Ross,,,,,Adapted from Print Issue,Madeline K. B. Ross,,,,Global Commons,,,
The Great Debate: Will Mexico Assume Clear Leadership in Latin America?,/news/great-debate-will-mexico-assume-clear-leadership-latin-america,YES,ARGUMENT,04042013,04,04,2013,Andrés Lizcano Rodriguez,Ariel Stulberg,Fernando Peinado,"Héctor Trujillo., Krisztian Simon, Max Marder",,Produced for Digital,Andrés Lizcano Rodriguez,Ariel Stulberg,Fernando Peinado,"Héctor Trujillo., Krisztian Simon, Max Marder",Americas,South America,,
Legacy of the Arab Spring: The Question of Independence and Sovereignty,/news/legacy-arab-spring-question-independence-and-sovereignty,YES,ARGUMENT,05292012,05,29,2012,H. Akin Unver,,,,,Produced for Digital,H. Akin Unver,,,,Middle East,,,
