Displayed Name,First Name,Last Name,Role,Time,Group,Personal Statement / Summary (optional)
Jacqueline M. Klopp,Jacqueline M.,Klopp,Print,Other,Author,Authored for Print issue Vol 62.2 Africa in the 21st Century published in 2008-09
Jake H. Sherman,Jake H.,Sherman,Print,Other,Author,Jake H. Sherman wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 53.2 Shadow Economies published in 1999-00
James E. Goodby,James E.,Goodby,Print,Other,Author,James E. Goodby was interviewed by the Journal for Print issue Vol 46.2 Keeping the Peace published in 1992-93
James E. Grunig,James E.,Grunig,Print,Other,Author,James E. Grunig was featured by the Journal for Print issue Vol 47.1 The Power of the Media in the Global System published in 1993-94
James Gustave Speth,James Gustave,Speth,Print,Other,Author,Authored for Print issue Vol 52.1 The Multiple Faces of World Poverty published in 1998-99
James N. Rosenau,James N.,Rosenau,Print,Other,Author,"Authored Book Review for Vol 21.2 Theory and Reality in International Relations published in 1967-68
Authored for Print issue Vol 22.2 Intervention and World Politics published in 1968-69"
James W. Carey,James W.,Carey,Print,Other,Author,Authored for Print issue Vol 47.1 The Power of the Media in the Global System published in 1993-94
James W. Howe,James W.,Howe,Print,Other,Author,Authored for Print issue Vol 29.2 Power in the Third World published in 1975-76
Jan-Albert Goris,Jan-Albert,Goris,Print,Other,Author,Authored for Print issue Vol 7.2 Crisis in Africa published in 1953-54
Jane P. C. Carey,Jane P. C.,Carey,Print,Other,Author,Authored for Print issue Vol 7.1 The Refugee in World Affairs published in 1953-54
Jay S. Albanese,Jay S.,Albanese,Print,Other,Author,"Authored for Print issue Vol 66.1 Transnational Organized Crime published in 2012-13

Jay S. Albanese is a criminologist and Professor at Virginia Commonwealth University. He is author of the book “Transnational Crime and the 21st Century: Criminal Enterprise, Corruption, and Opportunity” (Oxford University Press 2011)."
Jean Bethke Elshtain,Jean Bethke,Elshtain,Print,Other,Author,Jean Bethke Elshtain was interviewed by the Journal for Print issue Vol 48.2 Transcending National Boundaries published in 1994-95
Jean-Baptiste Duroselle,Jean-Baptiste,Duroselle,Print,Other,Author,Authored for Print issue Vol 41.2 Europe published in 1987-88
Jean-François Bayart,Jean-François,Bayart,Print,Other,Author,Authored for Print issue Vol 46.1 Sub-Saharan Africa published in 1992-93
Jean-Jacques Servan Schreib,Jean-Jacques Servan,Schreib,Print,Other,Author,Authored for Print issue Vol 5.1 American Foreign Policy published in 1951-52
Jean-Marc Coicaud,Jean-Marc,Coicaud,Print,Other,Author,Authored for Print issue Vol 55.2 Toeing the Blue Line published in 2001-02
Jean-Marie Guéhenno,Jean-Marie,Guéhenno,Print,Other,Author,"Authored for Print issue Vol 55.2 Toeing the Blue Line published in 2001-02 and Vol 70.Special Issue The Next World Order published in 2016-17


Jean-Marie Guéhenno is the president and CEO of the International Crisis Group. Follow on Twitter @JGuehenno."
Jesus De Galindez,Jesus,De Galindez,Print,Other,Author,Authored for Print issue Vol 9.1 Problems and Progress in Latin America published in 1955-56
Jesús Galindo López,Jesús Galindo,López,Print,Other,Author,Authored for Print issue Vol 43.2 Mexico: Tradition and Transition published in 1989-90
Jesús Manuel Macías,Jesús Manuel,Macías,Print,Other,Author,Authored for Print issue Vol 59.2 The Globalization of Disaster published in 2005-06
Joan C. Henderson,Joan C.,Henderson,Print,Other,Author,Authored for Print issue Vol 65.2 The Future of the City published in 2011-12
Joan E. Spero,Joan E.,Spero,Print,Other,Author,Authored for Print issue Vol 30.1 Political Economy published in 1976-77
Joan Johnson-Freese,Joan,Johnson-Freese,Print,Other,Author,Authored for Print issue Vol 37.2 The Politics of International Law published in 1983-84
Joan Marc Simon,Joan Marc,Simon,Print,Other,Author,"Joan Marc Simon, Executive Director of Zero Waste Europe, works on a wide range of projects and policy areas with the single objective of advancing a zero waste future for Europe. Among other publications, he has authored the Zero Waste Masterplan for cities as well as the book Zero Waste: How to Reactivate the Economy Without Trashing the Planet."
Joanne Van Selm,Joanne,Van Selm,Print,Other,Author,Authored Book Review for Vol 57.2 Land published in 2003-04
Joel S. Migdal,Joel S.,Migdal,Print,Other,Author,Authored for Print issue Vol 58.1 State Building published in 2004-05
Johan D. Van Der Vyver,Johan D.,Van Der Vyver,Print,Other,Author,Authored for Print issue Vol 50.1 Religion published in 1996-97
John A. Davis,John A.,Davis,Print,Other,Author,Authored for Print issue Vol 23.2 National Politics and Foreign Policy published in 1969-70
John A. Graham,John A.,Graham,Print,Other,Author,Authored for Print issue Vol 34.1 International Relations of Developing Countries published in 1980-81
John A.C. Conybeare,John A.C.,Conybeare,Print,Other,Author,Authored for Print issue Vol 42.1 The State of the International Political Economy published in 1988-89
John B. Trussell,John B.,Trussell,Print,Other,Author,Authored for Print issue Vol 5.2 Propaganda in World Politics published in 1951-52
John D. Montgomery,John D.,Montgomery,Print,Other,Author,"Authored Book Review for Vol 25.2 Change and the Future International System published in 1971-72
Authored for Print issue Vol 29.1 An Era of Negotiations published in 1975-76"
John Davis Lodge,John Davis,Lodge,Print,Other,Author,Authored for Print issue Vol 16.1 Western Europe published in 1962-63
John F. Devlin,John F.,Devlin,Print,Other,Author,Authored for Print issue Vol 19.1 The Arab World published in 1965-66
John F. Imle Jr.,John F.,Imle Jr.,Print,Other,Author,Authored for Print issue Vol 53.1 Fueling the 21st Century published in 1999-00
John G. Dale,John G.,Dale,Print,Other,Author,Authored Book Review for Vol 59.1 The Politics of the Sea published in 2005-06
John G. Stoessinger,John G.,Stoessinger,Print,Other,Author,"Authored Book Review for Vol 29.1 An Era of Negotiations published in 1975-76
Authored for Print issue Vol 21.1 Image and Reality in World Politics published in 1967-68"
John H. Herz,John H.,Herz,Print,Other,Author,Authored for Print issue Vol 14.1 A New Balance of Power? published in 1960-61
John H. Hoagland,John H.,Hoagland,Print,Other,Author,Authored for Print issue Vol 25.1 Revolutionary Wars published in 1971-72
John H. Wuorinen,John H.,Wuorinen,Print,Other,Author,Authored for Print issue Vol 16.1 Western Europe published in 1962-63
John J. Stremlau,John J.,Stremlau,Print,Other,Author,Authored for Print issue Vol 34.1 International Relations of Developing Countries published in 1980-81
John M. Howe,John M.,Howe,Print,Other,Author,Authored for Print issue Vol 2.2 Developing an International Civil Service published in 1948-49
John Michael Montias,John Michael,Montias,Print,Other,Author,Authored for Print issue Vol 20.1 East Central Europe published in 1966-67
John N. Burstein,John N.,Burstein,Print,Other,Author,Authored Book Review for Vol 36.1 The Human Rights of Indigenous Peoples published in 1982-83
John Norton Moore,John Norton,Moore,Print,Other,Author,Authored for Print issue Vol 59.1 The Politics of the Sea published in 2005-06
John R. Harrald,John R.,Harrald,Print,Other,Author,Authored for Print issue Vol 59.1 The Politics of the Sea published in 2005-06
John S. Badeau,John S.,Badeau,Print,Other,Author,Authored for Print issue Vol 19.1 The Arab World published in 1965-66 and Vol 13.2 The Middle East published in 1959-60
John S. Tanaka,John S.,Tanaka,Print,Other,Author,Authored for Print issue Vol 4.1 Europe After the Marshall Plan published in 1950-51
John W. Gibson,John W.,Gibson,Print,Other,Author,Authored for Print issue Vol 7.1 The Refugee in World Affairs published in 1953-54
John W. Lewis,John W.,Lewis,Print,Other,Author,Authored for Print issue Vol 24.1 Leadership published in 1970-71
Jonathan C. Ezenekwe,Jonathan C.,Ezenekwe,Print,Other,Author,Authored for Print issue Vol 7.2 Crisis in Africa published in 1953-54
Jonathan D. Greenberg,Jonathan D.,Greenberg,Print,Other,Author,Authored for Print issue Vol 57.2 Land published in 2003-04
Jonathan D. Pollack,Jonathan D.,Pollack,Print,Other,Author,Authored for Print issue Vol 32.2 Leadership Succession in the Communist States published in 1978-79
Joo-Hong Nam,Joo-Hong,Nam,Print,Other,Author,Authored for Print issue Vol 41.1 The Pacific Basin published in 1987-88
Jorge A. Bustamante,Jorge A.,Bustamante,Print,Other,Author,Authored for Print issue Vol 33.2 Politics of Labor Migration published in 1979-80
Jorge G. Castañeda,Jorge G.,Castañeda,Print,Other,Author,Authored for Print issue Vol 43.2 Mexico: Tradition and Transition published in 1989-90
Joseph P. Chamberlain,Joseph P.,Chamberlain,Print,Other,Author,Authored for Print issue Vol 3.1 A New Framework for American Foreign Policy published in 1949-50
Joshua L. Devincenzo,Joshua L.,Devincenzo,Print,Other,Author,Authored for Print issue Vol 73.1 Climate Disruption published in 2019-20
Jozef M. Van Brabant,Jozef M.,Van Brabant,Print,Other,Author,Authored for Print issue Vol 48.1 Contemporary Issues in World Trade published in 1994-95
Juan Manuel Santos,Juan Manuel,Santos,Print,Other,Author,"Authored for Print issue Vol 71.1 Democracy published in 2017-18

Juan Manuel Santos is the President of the Republic of Colombia, in office since 2010. He was the recipient of the 2016 Nobel Peace Prize for his efforts to bring the more than 50-year-long civil war in his country to an end. He is an economist by profession, with a BA in Economics and Business Administration from the University of Kansas and postgraduate studies in Economics and Economic Development at the London School of Economics. He pursued his MPA at Harvard University. Prior to becoming the 32nd President of Colombia, he was Minister of Foreign Trade, Minister of Finance and Public Credit, and Minister of National Defense. He is the author of several books, including The Third Way and An Alternative for Colombia."
Juan Valdés Paz,Juan Valdés,Paz,Print,Other,Author,Authored for Print issue Vol 58.1 State Building published in 2004-05
Judith A. M. Outlaw,Judith A. M.,Outlaw,Print,Other,Author,Authored for Print issue Vol 52.1 The Multiple Faces of World Poverty published in 1998-99
Judith L. Evans,Judith L.,Evans,Print,Other,Author,Authored for Print issue Vol 55.1 Children published in 2001-02
Julio Carranza Valdés,Julio Carranza,Valdés,Print,Other,Author,Authored for Print issue Vol 58.1 State Building published in 2004-05
Julius A. Elias,Julius A.,Elias,Print,Other,Author,Authored for Print issue Vol 7.1 The Refugee in World Affairs published in 1953-54
June Teufel Dreyer,June Teufel,Dreyer,Print,Other,Author,Authored for Print issue Vol 49.2 Contemporary China published in 1995-96
Justin P. Leous,Justin P.,Leous,Print,Other,Author,Justin P. Leous wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 59.1 The Politics of the Sea published in 2005-06
Justus M. Van Der Kroef,Justus M.,Van Der Kroef,Print,Other,Author,Authored for Print issue Vol 28.2 Communism and Détente published in 1974-75
K. Balaraman,K.,Balaraman,Print,Other,Author,Authored for Print issue Vol 10.2 The Press in World Affairs published in 1956-57
K. J. Newman,K. J.,Newman,Print,Other,Author,Authored for Print issue Vol 13.2 The Middle East published in 1959-60
Kalman H. Silvert,Kalman H.,Silvert,Print,Other,Author,Authored for Print issue Vol 20.2 Political Development in Latin America published in 1966-67
Kamal S. Shehadi,Kamal S.,Shehadi,Print,Other,Author,Authored Book Review for Vol 42.1 The State of the International Political Economy published in 1988-89
Karin R. Bencala,Karin R.,Bencala,Print,Other,Author,Authored for Print issue Vol 61.2 Water published in 2007-08
Karl W. Deutsch,Karl W.,Deutsch,Print,Other,Author,"Authored for Print issue Vol 16.1 Western Europe published in 1962-63, Vol 21.2 Theory and Reality in International Relations published in 1967-68 and Vol 31.2 The Future World Order published in 1977-78"
Katherine J. Almquist,Katherine J.,Almquist,Print,Other,Author,Authored for Print issue Vol 62.2 Africa in the 21st Century published in 2008-09
Katherine W. Phillips,Katherine W.,Phillips,Print,Other,Author,Authored for Print issue Vol 67.1 The Gender Issue published in 2013-14
Kathleen A. Miller,Kathleen A.,Miller,Print,Other,Author,Authored for Print issue Vol 61.2 Water published in 2007-08
Kathryn A. Robinette,Kathryn A.,Robinette,Print,Other,Author,Authored for Print issue Vol 62.2 Africa in the 21st Century published in 2008-09
Kathryn C. Lavelle,Kathryn C.,Lavelle,Print,Other,Author,Authored for Print issue Vol 62.1 Global Finance published in 2008-09
Kenneth E. Boulding,Kenneth E.,Boulding,Print,Other,Author,Authored for Print issue Vol 21.1 Image and Reality in World Politics published in 1967-68
Kenneth N. Waltz,Kenneth N.,Waltz,Print,Other,Author,"Authored for Print issue Vol 21.2 Theory and Reality in International Relations published in 1967-68 and Vol 44.1 Theory, Values and Practice in International Relations published in 1990-91"
Kenneth W. Thompson,Kenneth W.,Thompson,Print,Other,Author,Authored for Print issue Vol 31.2 The Future World Order published in 1977-78
Kim Dae Jung,Kim Dae,Jung,Print,Other,Author,Authored for Print issue Vol 38.2 Dilemmas of Democracy published in 1984-85
Kim R. Holmes,Kim R.,Holmes,Print,Other,Author,Kim R. Holmes was interviewed by the Journal for Print issue Vol 46.2 Keeping the Peace published in 1992-93
Kira J. M. Matus,Kira J. M.,Matus,Print,Other,Author,Authored for Print issue Vol 64.1 Innovating for Development published in 2010-11
Kristie L. Ebi,Kristie L.,Ebi,Print,Other,Author,"Authored for Print issue Vol 73.1 Climate Disruption published in 2019-20

Kristie L. Ebi, PhD, MPH, is a Professor in the Department of Global Health at the University of Washington. She has been conducting research and practice on the health risks of climate variability and change for nearly 25 years."
Lawrence O. Gostin,Lawrence O.,Gostin,Print,Other,Author,"Authored for Print issue Vol 73.1 Climate Disruption published in 2019-20

Lawrence O. Gostin, JD, is University Professor and Faculty Director at the Georgetown University O’Neill Institute for National and Global Health Law."
Lawrence R. Sullivan,Lawrence R.,Sullivan,Print,Other,Author,Authored for Print issue Vol 53.1 Fueling the 21st Century published in 1999-00
Lee C. Buchheit,Lee C.,Buchheit,Print,Other,Author,Lee C. Buchheit was interviewed by the Journal for Print issue Vol 48.2 Transcending National Boundaries published in 1994-95
Leland M. Goodrich,Leland M.,Goodrich,Print,Other,Author,Advisory Board from 1955-1970 and Authored for Print issue Vol 9.2 The United Nations After Ten Years published in 1955-56 and Vol 3.2 Regional Organizations published in 1949-50
Leon T. Hadar,Leon T.,Hadar,Print,Other,Author,Authored for Print issue Vol 54.2 Rogue States published in 2000-01
Leonard M. West,Leonard M.,West,Print,Other,Author,Authored for Print issue Vol 12.1 The Western Alliance published in 1958-59
Leonard R. Sussman,Leonard R.,Sussman,Print,Other,Author,Authored for Print issue Vol 35.2 Toward a New World Information Order? published in 1981-82
Leonard S. Spector,Leonard S.,Spector,Print,Other,Author,Authored for Print issue Vol 35.1 International Underground Economic Systems published in 1981-82 and Vol 40.1 The Arms Trade published in 1986-87
Leonard W. Doob,Leonard W.,Doob,Print,Other,Author,Authored for Print issue Vol 16.2 Nation-Building published in 1962-63
Leslie M. Lipson,Leslie M.,Lipson,Print,Other,Author,Authored for Print issue Vol 38.2 Dilemmas of Democracy published in 1984-85
Leslie Vinjamuri Wright,Leslie Vinjamuri,Wright,Print,Other,Author,Leslie Vinjamuri Wright wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 52.2 Seeking Institutional Justice published in 1998-99
Lester B. Pearson,Lester B.,Pearson,Print,Other,Author,Authored for Print issue Vol 24.2 International Economic Development in the 1970s published in 1970-71
Lewis H. Young,Lewis H.,Young,Print,Other,Author,Authored for Print issue Vol 28.1 World Trade and United States Foreign Policy published in 1974-75
Lewis N. Dembitz,Lewis N.,Dembitz,Print,Other,Author,Authored for Print issue Vol 4.2 The Advancement of Underdeveloped Areas published in 1950-51
Lidia Cano Pecharroman,Lidia Cano,Pecharroman,Print,Other,Author,Authored for Print issue Vol 71.1 Democracy published in 2017-18
Loren B. Thompson,Loren B.,Thompson,Print,Other,Author,Authored Book Review for Vol 43.1 U.S. Alliance Management Toward the Year 2000 published in 1989-90
Louis J. Halle,Louis J.,Halle,Print,Other,Author,Authored for Print issue Vol 12.1 The Western Alliance published in 1958-59
Louis W. Pauly,Louis W.,Pauly,Print,Other,Author,Authored for Print issue Vol 48.2 Transcending National Boundaries published in 1994-95
Louise I. Shelley,Louise I.,Shelley,Print,Other,Author,Authored for Print issue Vol 51.2 Technology and International Policy published in 1997-98 and Vol 48.2 Transcending National Boundaries published in 1994-95
Lt. Col. Amos A. Jordan Jr.,Lt. Col. Amos A. Jordan,Jr.,Print,Other,Author,Authored for Print issue Vol 14.1 A New Balance of Power? published in 1960-61
Lt. Col. Jack P. Napier,Lt. Col. Jack P.,Napier,Print,Other,Author,Authored for Print issue Vol 8.2 The Military and U.S. Foreign Policy published in 1954-55
Lt. Gen. Sir John Glubb,Lt. Gen. Sir John,Glubb,Print,Other,Author,Authored for Print issue Vol 19.1 The Arab World published in 1965-66
Lucian W. Pye,Lucian W.,Pye,Print,Other,Author,Authored for Print issue Vol 10.1 Southeast Asia in Transition published in 1956-57
Lucille W. Pevsner,Lucille W.,Pevsner,Print,Other,Author,Authored for Print issue Vol 7.1 The Refugee in World Affairs published in 1953-54
Luis Alberto Gomez De Souza,Luis Alberto Gomez,De Souza,Print,Other,Author,Authored for Print issue Vol 36.2 Religion and Politics published in 1982-83
Luis E. Giusti,Luis E.,Giusti,Print,Other,Author,Authored for Print issue Vol 53.1 Fueling the 21st Century published in 1999-00
Luis F. López-Calva,Luis F.,López-Calva,Print,Other,Author,Authored for Print issue Vol 55.1 Children published in 2001-02
Luis Moreno Ocampo,Luis Moreno,Ocampo,Print,Other,Author,Authored for Print issue Vol 52.2 Seeking Institutional Justice published in 1998-99
M. Cherif Bassiouni,M. Cherif,Bassiouni,Print,Other,Author,Authored for Print issue Vol 52.2 Seeking Institutional Justice published in 1998-99
M. Fawzi Bey,M. Fawzi,Bey,Print,Other,Author,Authored for Print issue Vol 6.1 The Middle East at Mid-Century published in 1952-53
M. George Zaninovich,M. George,Zaninovich,Print,Other,Author,Authored for Print issue Vol 27.1 Political Integration in the Multinational States published in 1973-74
M. Hakan Yavuz,M. Hakan,Yavuz,Print,Other,Author,Authored for Print issue Vol 54.1 Turkey published in 2000-01
Madeline K. B. Ross,Madeline K. B.,Ross,Print,Other,Author,Authored Book Review for Vol 66.2 The Rise of Latin America published in 2012-13
Maivân Clech Lâm,Maivân Clech,Lâm,Print,Other,Author,Authored for Print issue Vol 57.2 Land published in 2003-04
Malcolm S. Forbes Jr.,Malcolm S.,Forbes Jr.,Print,Other,Author,Malcolm S. Forbes Jr. was interviewed by the Journal for Print issue Vol 47.1 The Power of the Media in the Global System published in 1993-94
Margaret Catley-Carlson,Margaret,Catley-Carlson,Print,Other,Author,Authored for Print issue Vol 52.1 The Multiple Faces of World Poverty published in 1998-99
María Nieves Rico,María Nieves,Rico,Print,Other,Author,Authored for Print issue Vol 61.2 Water published in 2007-08
Maria Y. Wang,Maria Y.,Wang,Print,Other,Author,Authored Book Review for Vol 64.2 Sino-Indian Relations published in 2010-11
Marie Béatrice Umutesi,Marie Béatrice,Umutesi,Print,Other,Author,Authored for Print issue Vol 60.1 Historical Reconciliation published in 2006-07
Mario Bours Laborin,Mario Bours,Laborin,Print,Other,Author,Authored Essay Review for Vol 65.1 Inside the Authoritarian State published in 2011-12
Mario L. Cioci,Mario L.,Cioci,Print,Other,Author,Authored for Print issue Vol 4.1 Europe After the Marshall Plan published in 1950-51
Marion F. Houstoun,Marion F.,Houstoun,Print,Other,Author,Authored for Print issue Vol 33.2 Politics of Labor Migration published in 1979-80
Mark G. Field,Mark G.,Field,Print,Other,Author,Authored for Print issue Vol 13.1 Science and World Politics published in 1959-60
Mark W. Zacher,Mark W.,Zacher,Print,Other,Author,"Authored for Print issue Vol 44.1 Theory, Values and Practice in International Relations published in 1990-91"
Marsha A. Freeman,Marsha A.,Freeman,Print,Other,Author,Authored for Print issue Vol 52.2 Seeking Institutional Justice published in 1998-99
Marshall I. Goldman,Marshall I.,Goldman,Print,Other,Author,Authored for Print issue Vol 39.2 China in Transition published in 1985-86 and Vol 53.1 Fueling the 21st Century published in 1999-00
Martha B. Olcott,Martha B.,Olcott,Print,Other,Author,"Authored for Print issue Vol 42.2 Gorbachev's Era of New Thinking published in 1988-89, Vol 53.1 Fueling the 21st Century published in 1999-00 and Vol 56.2 Central Asia published in 2002-03"
Martha Brill Olcott,Martha Brill,Olcott,Print,Other,Author,"Authored for Print issue Vol 42.2 Gorbachev's Era of New Thinking published in 1988-89, Vol 53.1 Fueling the 21st Century published in 1999-00 and Vol 56.2 Central Asia published in 2002-04"
Martin C. Libicki,Martin C.,Libicki,Print,Other,Author,Authored for Print issue Vol 51.2 Technology and International Policy published in 1997-98
Martin C. Needler,Martin C.,Needler,Print,Other,Author,Authored for Print issue Vol 28.2 Communism and Détente published in 1974-75
Martin Taarn Pedersen,Martin Taarn,Pedersen,Print,Other,Author,Martin Taarn Pedersen wrote the winning GPPN essay for Vol 67.1 The Gender Issue published in 2013-14
Marvin G. Weinbaum,Marvin G.,Weinbaum,Print,Other,Author,Authored for Print issue Vol 63.1 Pakistan & Afghanistan published in 2009-10
Mathew M. Kavanagh,Mathew M.,Kavanagh,Print,Other,Author,"Authored for Print issue Vol 73.1 Climate Disruption published in 2019-20

Matthew Kavanagh, PhD, is Director of the Global Health Politics & Policy Initiative at the Georgetown University O’Neill Institute for National and Global Health Law and a member of Georgetown’s Global Health and Law faculties."
Matthew E. Kahn,Matthew E.,Kahn,Print,Other,Author,Authored for Print issue Vol 53.2 Shadow Economies published in 1999-00
Matthew H. Fleming,Matthew H.,Fleming,Print,Other,Author,Authored for Print issue Vol 53.2 Shadow Economies published in 1999-00
Matthew S. Winters,Matthew S.,Winters,Print,Other,Author,Authored Book Review for Vol 57.1 Governance published in 2003-04 and Vol 57.2 Land published in 2003-04
Matthew Wai-Poi,Matthew,Wai-Poi,Print,Other,Author,Authored Book Review for Vol 58.2 Financing Development published in 2004-05
Maurice F. Strong,Maurice F.,Strong,Print,Other,Author,Authored for Print issue Vol 44.2 The Politics of the Global Environment published in 1990-91
Meghan L. O'Sullivan,Meghan L.,O'Sullivan,Print,Other,Author,Authored Book Review for Vol 54.2 Rogue States published in 2000-01
Mely Caballero-Anthony,Mely,Caballero-Anthony,Print,Other,Author,Authored for Print issue Vol 59.2 The Globalization of Disaster published in 2005-06
Merrill C. Goodall,Merrill C.,Goodall,Print,Other,Author,Authored for Print issue Vol 8.1 Postwar Soviet Foreign Policy published in 1954-55
Meryl J. Williams,Meryl J.,Williams,Print,Other,Author,Authored for Print issue Vol 59.1 The Politics of the Sea published in 2005-06
Michael C. Hudson,Michael C.,Hudson,Print,Other,Author,Authored for Print issue Vol 38.2 Dilemmas of Democracy published in 1984-85
Michael E. O'Hanlon,Michael E.,O'Hanlon,Print,Other,Author,Authored for Print issue Vol 55.2 Toeing the Blue Line published in 2001-02
Michael H. Cardozo,Michael H.,Cardozo,Print,Other,Author,Authored for Print issue Vol 17.1 Diplomacy in Transition published in 1963-64
Michael J. Sangiacomo,Michael J.,Sangiacomo,Print,Other,Author,"Michael J. Sangiacomo, Recology President & Chief Executive Officer, leads innovative recycling, composting, and recovery programs in Washington, Oregon, and California. Recology investments and innovation technology have positioned Mr. Sangiacomo as a leading voice on national recycling, composting, and recovery programs."
Michael P. Scharf,Michael P.,Scharf,Print,Other,Author,Authored for Print issue Vol 52.2 Seeking Institutional Justice published in 1998-99
Michael T. Jones,Michael T.,Jones,Print,Other,Author,Michael T. Jones was interviewed by the Journal for Print issue Vol 64.1 Innovating for Development published in 2010-11
Michael T. Klare,Michael T.,Klare,Print,Other,Author,"Authored for Print issue Vol 43.1 U.S. Alliance Management Toward the Year 2000 published in 1989-90, Vol 40.1 The Arms Trade published in 1986-87 and Vol 35.1 International Underground Economic Systems published in 1981-82"
Michael W. Doyle,Michael W.,Doyle,Print,Other,Author,Authored for Print issue Vol 57.2 Land published in 2003-04
Michael W. Galligan,Michael W.,Galligan,Print,Other,Author,Michael W. Galligan wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 38.2 Dilemmas of Democracy published in 1984-85
Milica Z. Bookman,Milica Z.,Bookman,Print,Other,Author,Authored for Print issue Vol 56.1 Face of the State published in 2002-03
Milorad M. Drachkovitch,Milorad M.,Drachkovitch,Print,Other,Author,Authored for Print issue Vol 18.1 Statesmen and Succession published in 1964-65
Milton W. Meyer,Milton W.,Meyer,Print,Other,Author,Authored for Print issue Vol 3.2 Regional Organizations published in 1949-50
Miriam R. Lowi,Miriam R.,Lowi,Print,Other,Author,Authored for Print issue Vol 49.1 Continuity and Transformation published in 1995-96
Mohammad Javad Zarif,Mohammad Javad,Zarif,Print,Other,Author,Authored for Print issue Vol 60.2 Iran published in 2006-07
Mona Lena Krook,Mona Lena,Krook,Print,Other,Author,"Authored Book Review for Vol 57.1 Governance published in 2003-04
Authored for Print issue Vol 72.2 Dynamics of Global Feminism published in 2018-19"
Morton A. Kaplan,Morton A.,Kaplan,Print,Other,Author,"Authored for Print issue Vol 44.1 Theory, Values and Practice in International Relations published in 1990-91"
Morton H. Halperin,Morton H.,Halperin,Print,Other,Author,Authored for Print issue Vol 22.2 Intervention and World Politics published in 1968-69
N. G. Onuf,N. G.,Onuf,Print,Other,Author,Authored for Print issue Vol 37.2 The Politics of International Law published in 1983-84
N. J. J. Olivier,N. J. J.,Olivier,Print,Other,Author,Authored for Print issue Vol 7.2 Crisis in Africa published in 1953-54
Nadia H. Youssef,Nadia H.,Youssef,Print,Other,Author,Authored for Print issue Vol 30.2 Women and Change in the Developing World published in 1976-77
Naheed Natasha Mansur,Naheed Natasha,Mansur,Print,Other,Author,Authored Book Review for Vol 67.2 Global Food Security published in 2013-14
Nancy L. Snider,Nancy L.,Snider,Print,Other,Author,Authored for Print issue Vol 27.1 Political Integration in the Multinational States published in 1973-74
Naomi Roht-Arriaza,Naomi,Roht-Arriaza,Print,Other,Author,Authored for Print issue Vol 52.2 Seeking Institutional Justice published in 1998-99
Natasha M. Ezrow,Natasha M.,Ezrow,Print,Other,Author,Authored for Print issue Vol 65.1 Inside the Authoritarian State published in 2011-12
Nathan E. Hultman,Nathan E.,Hultman,Print,Other,Author,Authored for Print issue Vol 59.2 The Globalization of Disaster published in 2005-06
Nathaniel B. Thayer,Nathaniel B.,Thayer,Print,Other,Author,Authored for Print issue Vol 26.2 Micropolitics published in 1972-73 and Vol 43.1 U.S. Alliance Management Toward the Year 2000 published in 1989-90
Nathaniel Parish Flannery,Nathaniel Parish,Flannery,Print,Other,Author,"Nathaniel Parish Flannery wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 66.2 The Rise of Latin America published in 2012-13

Nathaniel Parish Flannery is a Latin America focused analyst and writer. He has worked on projects in Colombia, Mexico, Chile, Argentina, Peru, Ecuador, Bolivia, India, and China and written feature articles on business, organized crime, politics, and culture for the Atlantic, Fortune, Univision, the Nation, Lapham’s Quarterly, the Global Post, and a number of other publications. He writes about political risk for his Latin American LENS column on Forbes.com. He has investigated the effects of organized crime, working on projects along Mexico’s northern border as well as in the hills of places like Jalisco, Michoacan, and Guerrero. He will complete his master’s degree in international affairs at Columbia University in May 2013."
Nazih N. M. Ayubi,Nazih N. M.,Ayubi,Print,Other,Author,Authored for Print issue Vol 36.2 Religion and Politics published in 1982-83
Nazli M. Choucri,Nazli M.,Choucri,Print,Other,Author,Authored for Print issue Vol 25.2 Change and the Future International System published in 1971-72
Neale J. Pearson,Neale J.,Pearson,Print,Other,Author,Authored for Print issue Vol 20.2 Political Development in Latin America published in 1966-67
Neil B. Parry,Neil B.,Parry,Print,Other,Author,Neil B. Parry wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 59.1 The Politics of the Sea published in 2005-06
Nelly Arvelo-Jimenez,Nelly,Arvelo-Jimenez,Print,Other,Author,Authored for Print issue Vol 36.1 The Human Rights of Indigenous Peoples published in 1982-83
Ngozi Okonjo-Iweala,Ngozi,Okonjo-Iweala,Print,Other,Author,Authored for Print issue Vol 62.2 Africa in the 21st Century published in 2008-09
Nicholas A. Pearce,Nicholas A.,Pearce,Print,Other,Author,Authored for Print issue Vol 67.1 The Gender Issue published in 2013-14
Nicholas R. Lardy,Nicholas R.,Lardy,Print,Other,Author,Authored for Print issue Vol 39.2 China in Transition published in 1985-86
Nigel J.R. Allan,Nigel J.R.,Allan,Print,Other,Author,Authored for Print issue Vol 56.2 Central Asia published in 2002-03
Nikki R. Keddie,Nikki R.,Keddie,Print,Other,Author,Authored for Print issue Vol 60.2 Iran published in 2006-07
